name,category,osm_type,osm_id,latitude,longitude,map_link,map_preview_link,address,summary,alignment_to_downtown_perks,operating_hours,contact_phone,contact_email,website,specials,deals_offers,events_available,source,last_enriched_utc
Commercial Property,Commercial Property,way,1009307673,30.253983,-97.736016,https://www.openstreetmap.org/way/1009307673#map=19/30.253983/-97.736016,https://www.openstreetmap.org/?mlat=30.253983&mlon=-97.736016#map=18/30.253983/-97.736016,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1009314549,30.266746,-97.733415,https://www.openstreetmap.org/way/1009314549#map=19/30.266746/-97.733415,https://www.openstreetmap.org/?mlat=30.266746&mlon=-97.733415#map=18/30.266746/-97.733415,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1009314550,30.265994,-97.733678,https://www.openstreetmap.org/way/1009314550#map=19/30.265994/-97.733678,https://www.openstreetmap.org/?mlat=30.265994&mlon=-97.733678#map=18/30.265994/-97.733678,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1020979628,30.266467,-97.745208,https://www.openstreetmap.org/way/1020979628#map=19/30.266467/-97.745208,https://www.openstreetmap.org/?mlat=30.266467&mlon=-97.745208#map=18/30.266467/-97.745208,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1021167043,30.265782,-97.743959,https://www.openstreetmap.org/way/1021167043#map=19/30.265782/-97.743959,https://www.openstreetmap.org/?mlat=30.265782&mlon=-97.743959#map=18/30.265782/-97.743959,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1024600250,30.253674,-97.763488,https://www.openstreetmap.org/way/1024600250#map=19/30.253674/-97.763488,https://www.openstreetmap.org/?mlat=30.253674&mlon=-97.763488#map=18/30.253674/-97.763488,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1024600253,30.254051,-97.763165,https://www.openstreetmap.org/way/1024600253#map=19/30.254051/-97.763165,https://www.openstreetmap.org/?mlat=30.254051&mlon=-97.763165#map=18/30.254051/-97.763165,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1024600254,30.25196,-97.763887,https://www.openstreetmap.org/way/1024600254#map=19/30.251960/-97.763887,https://www.openstreetmap.org/?mlat=30.251960&mlon=-97.763887#map=18/30.251960/-97.763887,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1024600257,30.254514,-97.762081,https://www.openstreetmap.org/way/1024600257#map=19/30.254514/-97.762081,https://www.openstreetmap.org/?mlat=30.254514&mlon=-97.762081#map=18/30.254514/-97.762081,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1024606820,30.265308,-97.762861,https://www.openstreetmap.org/way/1024606820#map=19/30.265308/-97.762861,https://www.openstreetmap.org/?mlat=30.265308&mlon=-97.762861#map=18/30.265308/-97.762861,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131543418,30.281485,-97.742317,https://www.openstreetmap.org/way/1131543418#map=19/30.281485/-97.742317,https://www.openstreetmap.org/?mlat=30.281485&mlon=-97.742317#map=18/30.281485/-97.742317,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131543742,30.262743,-97.743992,https://www.openstreetmap.org/way/1131543742#map=19/30.262743/-97.743992,https://www.openstreetmap.org/?mlat=30.262743&mlon=-97.743992#map=18/30.262743/-97.743992,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131543743,30.261858,-97.74226,https://www.openstreetmap.org/way/1131543743#map=19/30.261858/-97.742260,https://www.openstreetmap.org/?mlat=30.261858&mlon=-97.742260#map=18/30.261858/-97.742260,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131543744,30.261017,-97.737308,https://www.openstreetmap.org/way/1131543744#map=19/30.261017/-97.737308,https://www.openstreetmap.org/?mlat=30.261017&mlon=-97.737308#map=18/30.261017/-97.737308,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131543764,30.260341,-97.747311,https://www.openstreetmap.org/way/1131543764#map=19/30.260341/-97.747311,https://www.openstreetmap.org/?mlat=30.260341&mlon=-97.747311#map=18/30.260341/-97.747311,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131543864,30.259829,-97.755118,https://www.openstreetmap.org/way/1131543864#map=19/30.259829/-97.755118,https://www.openstreetmap.org/?mlat=30.259829&mlon=-97.755118#map=18/30.259829/-97.755118,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131543937,30.263182,-97.726291,https://www.openstreetmap.org/way/1131543937#map=19/30.263182/-97.726291,https://www.openstreetmap.org/?mlat=30.263182&mlon=-97.726291#map=18/30.263182/-97.726291,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131545083,30.276262,-97.751017,https://www.openstreetmap.org/way/1131545083#map=19/30.276262/-97.751017,https://www.openstreetmap.org/?mlat=30.276262&mlon=-97.751017#map=18/30.276262/-97.751017,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131545084,30.275573,-97.751587,https://www.openstreetmap.org/way/1131545084#map=19/30.275573/-97.751587,https://www.openstreetmap.org/?mlat=30.275573&mlon=-97.751587#map=18/30.275573/-97.751587,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131545085,30.275147,-97.751753,https://www.openstreetmap.org/way/1131545085#map=19/30.275147/-97.751753,https://www.openstreetmap.org/?mlat=30.275147&mlon=-97.751753#map=18/30.275147/-97.751753,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,1131545086,30.274427,-97.752182,https://www.openstreetmap.org/way/1131545086#map=19/30.274427/-97.752182,https://www.openstreetmap.org/?mlat=30.274427&mlon=-97.752182#map=18/30.274427/-97.752182,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
